File Name Group ChIP Mate
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_H3K27me3/Exp2_15_h_H3K27me3_TGTACC_L008_R1_001.fastq.gz Exp2_15h_H3K27me3 H3K27me3_15h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L008_R1_001.fastq.gz Exp2_15h_H3K27me3_Input H3K27me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L006_R1_001.fastq.gz Exp2_15h_H3K27me3_Input H3K27me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L007_R1_002.fastq.gz Exp2_15h_H3K27me3_Input H3K27me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L006_R1_002.fastq.gz Exp2_15h_H3K27me3_Input H3K27me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L005_R1_002.fastq.gz Exp2_15h_H3K27me3_Input H3K27me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L005_R1_001.fastq.gz Exp2_15h_H3K27me3_Input H3K27me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L008_R1_002.fastq.gz Exp2_15h_H3K27me3_Input H3K27me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L007_R1_001.fastq.gz Exp2_15h_H3K27me3_Input H3K27me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_H3K4me3/Exp2_15_h_H3K4me3_CAGATC_L007_R1_001.fastq.gz Exp2_15h_H3K4me3 H3K4me3_15h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_H3K4me3/Exp2_15_h_H3K4me3_CAGATC_L008_R1_001.fastq.gz Exp2_15h_H3K4me3 H3K4me3_15h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_H3K4me3/Exp2_15_h_H3K4me3_CAGATC_L005_R1_001.fastq.gz Exp2_15h_H3K4me3 H3K4me3_15h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_H3K4me3/Exp2_15_h_H3K4me3_CAGATC_L006_R1_001.fastq.gz Exp2_15h_H3K4me3 H3K4me3_15h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L008_R1_001.fastq.gz Exp2_15h_H3K4me3_Input H3K4me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L006_R1_001.fastq.gz Exp2_15h_H3K4me3_Input H3K4me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L007_R1_002.fastq.gz Exp2_15h_H3K4me3_Input H3K4me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L006_R1_002.fastq.gz Exp2_15h_H3K4me3_Input H3K4me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L005_R1_002.fastq.gz Exp2_15h_H3K4me3_Input H3K4me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L005_R1_001.fastq.gz Exp2_15h_H3K4me3_Input H3K4me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L008_R1_002.fastq.gz Exp2_15h_H3K4me3_Input H3K4me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L007_R1_001.fastq.gz Exp2_15h_H3K4me3_Input H3K4me3_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Polymerase_II/Exp2_15_h_Polymerase_II_TAGTGA_L008_R1_001.fastq.gz Exp2_15h_PolII PolII_15h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Polymerase_II/Exp2_15_h_Polymerase_II_TAGTGA_L007_R1_001.fastq.gz Exp2_15h_PolII PolII_15h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Polymerase_II/Exp2_15_h_Polymerase_II_TAGTGA_L006_R1_001.fastq.gz Exp2_15h_PolII PolII_15h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Polymerase_II/Exp2_15_h_Polymerase_II_TAGTGA_L005_R1_001.fastq.gz Exp2_15h_PolII PolII_15h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Polymerase_II/Exp2_15_h_Polymerase_II_TAGTGA_L007_R1_002.fastq.gz Exp2_15h_PolII PolII_15h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L008_R1_001.fastq.gz Exp2_15h_PolII_Input PolII_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L006_R1_001.fastq.gz Exp2_15h_PolII_Input PolII_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L007_R1_002.fastq.gz Exp2_15h_PolII_Input PolII_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L006_R1_002.fastq.gz Exp2_15h_PolII_Input PolII_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L005_R1_002.fastq.gz Exp2_15h_PolII_Input PolII_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L005_R1_001.fastq.gz Exp2_15h_PolII_Input PolII_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L008_R1_002.fastq.gz Exp2_15h_PolII_Input PolII_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_15_h_Input_DNA/Exp2_15_h_Input_DNA_GGCACA_L007_R1_001.fastq.gz Exp2_15h_PolII_Input PolII_15h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_H3K27me3/Exp2_18_h_H3K27me3_TTCTGT_L007_R1_001.fastq.gz Exp2_18h_H3K27me3 H3K27me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_H3K27me3/Exp2_18_h_H3K27me3_TTCTGT_L008_R1_001.fastq.gz Exp2_18h_H3K27me3 H3K27me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_H3K27me3/Exp2_18_h_H3K27me3_TTCTGT_L006_R1_001.fastq.gz Exp2_18h_H3K27me3 H3K27me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_H3K27me3/Exp2_18_h_H3K27me3_TTCTGT_L005_R1_001.fastq.gz Exp2_18h_H3K27me3 H3K27me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L007_R1_001.fastq.gz Exp2_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L005_R1_001.fastq.gz Exp2_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L006_R1_001.fastq.gz Exp2_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L008_R1_001.fastq.gz Exp2_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L006_R1_002.fastq.gz Exp2_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L007_R1_002.fastq.gz Exp2_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L008_R1_002.fastq.gz Exp2_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L005_R1_002.fastq.gz Exp2_18h_H3K27me3_Input H3K27me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_H3K4me3/Exp2_18_h_H3K4me3_ACTTGA_L008_R1_001.fastq.gz Exp2_18h_H3K4me3 H3K4me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_H3K4me3/Exp2_18_h_H3K4me3_ACTTGA_L006_R1_001.fastq.gz Exp2_18h_H3K4me3 H3K4me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_H3K4me3/Exp2_18_h_H3K4me3_ACTTGA_L005_R1_001.fastq.gz Exp2_18h_H3K4me3 H3K4me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_H3K4me3/Exp2_18_h_H3K4me3_ACTTGA_L007_R1_001.fastq.gz Exp2_18h_H3K4me3 H3K4me3_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L007_R1_001.fastq.gz Exp2_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L005_R1_001.fastq.gz Exp2_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L006_R1_001.fastq.gz Exp2_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L008_R1_001.fastq.gz Exp2_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L006_R1_002.fastq.gz Exp2_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L007_R1_002.fastq.gz Exp2_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L008_R1_002.fastq.gz Exp2_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L005_R1_002.fastq.gz Exp2_18h_H3K4me3_Input H3K4me3_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Polymerase_II/Exp2_18_h_Polymerase_II_TACAGG_L008_R1_001.fastq.gz Exp2_18h_PolII PolII_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Polymerase_II/Exp2_18_h_Polymerase_II_TACAGG_L007_R1_001.fastq.gz Exp2_18h_PolII PolII_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Polymerase_II/Exp2_18_h_Polymerase_II_TACAGG_L008_R1_002.fastq.gz Exp2_18h_PolII PolII_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Polymerase_II/Exp2_18_h_Polymerase_II_TACAGG_L006_R1_001.fastq.gz Exp2_18h_PolII PolII_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Polymerase_II/Exp2_18_h_Polymerase_II_TACAGG_L007_R1_002.fastq.gz Exp2_18h_PolII PolII_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Polymerase_II/Exp2_18_h_Polymerase_II_TACAGG_L005_R1_002.fastq.gz Exp2_18h_PolII PolII_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Polymerase_II/Exp2_18_h_Polymerase_II_TACAGG_L005_R1_001.fastq.gz Exp2_18h_PolII PolII_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Polymerase_II/Exp2_18_h_Polymerase_II_TACAGG_L006_R1_002.fastq.gz Exp2_18h_PolII PolII_18h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L007_R1_001.fastq.gz Exp2_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L005_R1_001.fastq.gz Exp2_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L006_R1_001.fastq.gz Exp2_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L008_R1_001.fastq.gz Exp2_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L006_R1_002.fastq.gz Exp2_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L007_R1_002.fastq.gz Exp2_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L008_R1_002.fastq.gz Exp2_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_18_h_Input_DNA/Exp2_18_h_Input_DNA_TCTCAC_L005_R1_002.fastq.gz Exp2_18h_PolII_Input PolII_18h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_H3K27me3/Exp2_21_h_H3K27me3_TCTGCT_L007_R1_001.fastq.gz Exp2_21h_H3K27me3 H3K27me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_H3K27me3/Exp2_21_h_H3K27me3_TCTGCT_L008_R1_001.fastq.gz Exp2_21h_H3K27me3 H3K27me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_H3K27me3/Exp2_21_h_H3K27me3_TCTGCT_L006_R1_001.fastq.gz Exp2_21h_H3K27me3 H3K27me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_H3K27me3/Exp2_21_h_H3K27me3_TCTGCT_L005_R1_001.fastq.gz Exp2_21h_H3K27me3 H3K27me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L007_R1_001.fastq.gz Exp2_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L007_R1_002.fastq.gz Exp2_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L005_R1_001.fastq.gz Exp2_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L008_R1_001.fastq.gz Exp2_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L005_R1_002.fastq.gz Exp2_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L008_R1_002.fastq.gz Exp2_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L006_R1_002.fastq.gz Exp2_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L006_R1_001.fastq.gz Exp2_21h_H3K27me3_Input H3K27me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_H3K4me3/Exp2_21_h_H3K4me3_GATCAG_L008_R1_001.fastq.gz Exp2_21h_H3K4me3 H3K4me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_H3K4me3/Exp2_21_h_H3K4me3_GATCAG_L006_R1_001.fastq.gz Exp2_21h_H3K4me3 H3K4me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_H3K4me3/Exp2_21_h_H3K4me3_GATCAG_L005_R1_001.fastq.gz Exp2_21h_H3K4me3 H3K4me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_H3K4me3/Exp2_21_h_H3K4me3_GATCAG_L007_R1_001.fastq.gz Exp2_21h_H3K4me3 H3K4me3_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L007_R1_001.fastq.gz Exp2_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L007_R1_002.fastq.gz Exp2_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L005_R1_001.fastq.gz Exp2_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L008_R1_001.fastq.gz Exp2_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L005_R1_002.fastq.gz Exp2_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L008_R1_002.fastq.gz Exp2_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L006_R1_002.fastq.gz Exp2_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L006_R1_001.fastq.gz Exp2_21h_H3K4me3_Input H3K4me3_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Polymerase_II/Exp2_21_h_Polymerase_II_TCCTCA_L007_R1_002.fastq.gz Exp2_21h_PolII PolII_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Polymerase_II/Exp2_21_h_Polymerase_II_TCCTCA_L005_R1_002.fastq.gz Exp2_21h_PolII PolII_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Polymerase_II/Exp2_21_h_Polymerase_II_TCCTCA_L006_R1_001.fastq.gz Exp2_21h_PolII PolII_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Polymerase_II/Exp2_21_h_Polymerase_II_TCCTCA_L006_R1_002.fastq.gz Exp2_21h_PolII PolII_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Polymerase_II/Exp2_21_h_Polymerase_II_TCCTCA_L007_R1_001.fastq.gz Exp2_21h_PolII PolII_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Polymerase_II/Exp2_21_h_Polymerase_II_TCCTCA_L005_R1_001.fastq.gz Exp2_21h_PolII PolII_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Polymerase_II/Exp2_21_h_Polymerase_II_TCCTCA_L008_R1_002.fastq.gz Exp2_21h_PolII PolII_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Polymerase_II/Exp2_21_h_Polymerase_II_TCCTCA_L008_R1_001.fastq.gz Exp2_21h_PolII PolII_21h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L007_R1_001.fastq.gz Exp2_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L007_R1_002.fastq.gz Exp2_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L005_R1_001.fastq.gz Exp2_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L008_R1_001.fastq.gz Exp2_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L005_R1_002.fastq.gz Exp2_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L008_R1_002.fastq.gz Exp2_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L006_R1_002.fastq.gz Exp2_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_21_h_Input_DNA/Exp2_21_h_Input_DNA_TCAGGA_L006_R1_001.fastq.gz Exp2_21h_PolII_Input PolII_21h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_H3K27me3/Exp2_24_h_H3K27me3_TTGGAG_L008_R1_001.fastq.gz Exp2_24h_H3K27me3 H3K27me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_H3K27me3/Exp2_24_h_H3K27me3_TTGGAG_L005_R1_001.fastq.gz Exp2_24h_H3K27me3 H3K27me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_H3K27me3/Exp2_24_h_H3K27me3_TTGGAG_L007_R1_001.fastq.gz Exp2_24h_H3K27me3 H3K27me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_H3K27me3/Exp2_24_h_H3K27me3_TTGGAG_L006_R1_001.fastq.gz Exp2_24h_H3K27me3 H3K27me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_Input_DNA/Exp2_24_h_Input_DNA_TAAGTT_L007_R1_002.fastq.gz Exp2_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_Input_DNA/Exp2_24_h_Input_DNA_TAAGTT_L006_R1_002.fastq.gz Exp2_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_Input_DNA/Exp2_24_h_Input_DNA_TAAGTT_L005_R1_001.fastq.gz Exp2_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_Input_DNA/Exp2_24_h_Input_DNA_TAAGTT_L005_R1_002.fastq.gz Exp2_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_Input_DNA/Exp2_24_h_Input_DNA_TAAGTT_L008_R1_001.fastq.gz Exp2_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_Input_DNA/Exp2_24_h_Input_DNA_TAAGTT_L006_R1_001.fastq.gz Exp2_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_Input_DNA/Exp2_24_h_Input_DNA_TAAGTT_L008_R1_002.fastq.gz Exp2_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_Input_DNA/Exp2_24_h_Input_DNA_TAAGTT_L007_R1_001.fastq.gz Exp2_24h_H3K27me3_Input H3K27me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_H3K4me3/Exp2_24_h_H3K4me3_TAGCTT_L006_R1_001.fastq.gz Exp2_24h_H3K4me3 H3K4me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_H3K4me3/Exp2_24_h_H3K4me3_TAGCTT_L008_R1_001.fastq.gz Exp2_24h_H3K4me3 H3K4me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_H3K4me3/Exp2_24_h_H3K4me3_TAGCTT_L007_R1_001.fastq.gz Exp2_24h_H3K4me3 H3K4me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_H3K4me3/Exp2_24_h_H3K4me3_TAGCTT_L005_R1_001.fastq.gz Exp2_24h_H3K4me3 H3K4me3_24h ChIP 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_Input_DNA/Exp2_24_h_Input_DNA_TAAGTT_L007_R1_002.fastq.gz Exp2_24h_H3K4me3_Input H3K4me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_Input_DNA/Exp2_24_h_Input_DNA_TAAGTT_L006_R1_002.fastq.gz Exp2_24h_H3K4me3_Input H3K4me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_Input_DNA/Exp2_24_h_Input_DNA_TAAGTT_L005_R1_001.fastq.gz Exp2_24h_H3K4me3_Input H3K4me3_24h Input 1
/mnt/cargo/epipp_fastqs/Sample_Exp2_24_h_Input_DNA/Exp2_24_h_Input_DNA_TAAGTT_L005_R1_002.fastq.gz Exp2_24h_H3K4me3_Input H3K4me3_24h Input 1
